"ridership","Austin","Quincy_Wells","Belmont","Archer_35th","Oak_Park","Western","Clark_Lake","Clinton","Merchandise_Mart","Irving_Park","Washington_Wells","Harlem","Monroe","Polk","Ashland","Kedzie","Addison","Jefferson_Park","Montrose","California","temp_min","temp","temp_max","temp_change","dew","humidity","pressure","pressure_change","wind","wind_max","gust","gust_max","percip","percip_max","weather_rain","weather_snow","weather_cloud","weather_storm","Blackhawks_Away","Blackhawks_Home","Bulls_Away","Bulls_Home","Bears_Away","Bears_Home","WhiteSox_Away","WhiteSox_Home","Cubs_Away","Cubs_Home","date"
20.784,2.229,8.463,5.914,3.552,1.968,4.927,21.474,4.057,8.483,4.788,8.6,3.348,8.292,3.875,1.757,3.052,3.304,7.259,2.634,1.193,39.9,42.1,46,6.1,30,63,30.22,0.350000000000001,11.5,17.3,0,19.6,0,0.04,0.208333333333333,0,0.791666666666667,0.583333333333333,0,0,0,1,0,0,0,0,0,0,2015-11-30
21.658,2.233,8.606,5.852,3.458,1.955,5.041,21.805,4.218,8.872,4.775,8.792,3.373,8.357,3.963,1.807,2.95,3.233,7.335,2.672,1.111,41,44.1,46,5,39,86,29.84,0.16,11.5,20.7,0,25.3,0,0.06,0.542857142857143,0,0.457142857142857,0.2,0,1,0,0,0,0,0,0,0,0,2015-12-01
21.735,2.319,8.339,6.005,3.696,1.953,5.038,22.132,3.927,8.636,4.826,8.463,3.386,8.349,3.973,1.844,2.985,3.399,7.317,2.775,1.126,33.1,35.1,39.9,6.8,30,79,29.77,0.25,8.1,13.8,0,20.7,0,0.04,0.0888888888888889,0.622222222222222,0.288888888888889,0.155555555555556,0,0,0,1,0,0,0,0,0,0,2015-12-02
22.16,2.207,8.418,6.137,3.546,1.996,4.811,22.134,4.319,8.326,4.758,8.423,3.321,8.479,3.998,1.764,3.034,3.164,7.529,2.739,1.092,30.9,35.1,37.4,6.5,28.9,78,30.29,0.430000000000003,9.2,16.1,0,0,0,0,0,0,1,0.548387096774194,1,0,0,0,0,0,0,0,0,0,2015-12-03
21.992,2.103,7.77,5.91,3.315,1.996,4.879,21.366,4.295,7.603,4.865,8.073,3.398,8.432,3.738,1.778,2.918,3.361,7.543,2.613,1.115,33.1,35.1,48,14.9,30.9,82,30.53,0.219999999999999,9.2,15,0,21.9,0,0,0,0,0.709677419354839,0.32258064516129,0,0,0,0,0,0,0,0,0,0,2015-12-04
8.321,0.947,1.471,3.448,1.645,0.792,2.347,6.798,1.632,1.951,2.63,1.563,1.472,2.29,1.099,0.914,1.526,1.478,3.784,1.211,0.574,30,35.6,44.1,14.1,30,89,30.62,0.129999999999999,8.1,11.5,0,16.1,0,0,0,0,1,0.615384615384615,0,0,0,1,0,0,0,0,0,0,2015-12-05
6.562,0.631,1.331,2.502,1.14,0.473,1.603,4.894,1.389,1.177,1.96,0.917,1.008,1.842,0.643,0.718,1.032,1.054,2.808,0.906,0.462,33.1,35.1,48,14.9,32,82,30.395,0.329999999999998,5.8,9.2,0,0,0,0,0,0,1,0.346153846153846,0,1,0,0,0,1,0,0,0,0,2015-12-06
21.278,2.142,8.424,5.742,3.345,1.908,4.88,21.009,4.406,8.336,4.615,8.416,3.252,8.199,3.761,1.759,2.781,3.186,7.239,2.611,1.036,33.1,37.4,41,7.9,34,86,30.235,0.150000000000002,6.35,11.5,0,18.4,0,0,0.0294117647058824,0,0.852941176470588,0.441176470588235,0,0,0,1,0,0,0,0,0,0,2015-12-07
21.429,2.229,8.048,6.21,3.66,1.953,5.154,21.612,4.379,7.717,4.863,8.385,3.39,8.19,3.679,1.827,3.089,3.397,7.583,2.629,1.124,37.9,41,46.9,9,36,79,29.98,0.309999999999999,10.4,15,0,23,0,0,0.0714285714285714,0,0.928571428571429,0.892857142857143,0,1,0,0,0,0,0,0,0,0,2015-12-08
22.091,1.887,5.581,5.845,3.097,1.51,4.287,17.926,3.625,5.386,4.614,5.835,2.843,6.277,2.986,1.598,2.63,2.955,6.891,2.508,0.938,43,48,54,11,39.9,77,29.715,0.16,8.1,15,0,0,0,0,0,0,1,0.230769230769231,0,0,1,0,0,0,0,0,0,0,2015-12-09
21.796,0.642,0.945,2.073,0.991,0.41,1.339,3.433,1.126,0.508,1.752,0.651,0.831,1.254,0.637,0.517,0.782,0.855,2.511,0.776,0.438,43,48.45,59,16,37,65,29.64,0.330000000000002,13.8,28.8,0,43.7,0,0,0,0,0.958333333333333,0.583333333333333,1,0,0,1,0,0,0,0,0,0,2015-12-10
21.502,0.971,2.414,3.111,1.825,0.762,2.682,6.542,1.982,1.796,2.495,1.995,1.638,2.829,1.136,0.957,1.527,1.505,4.015,1.305,0.604,44.1,48.9,54,9.9,34,58.5,29.775,0.220000000000002,8.65,15,0,25.3,0,0,0,0,0.708333333333333,0.208333333333333,0,1,0,0,0,0,0,0,0,0,2015-12-11
7.832,0.852,1.873,3.05,1.613,0.736,2.303,5.911,1.691,1.357,2.321,1.311,1.449,2.223,0.775,0.863,1.535,1.32,3.539,1.199,0.592,51.1,57,60.1,9,53.1,83,29.9,0.18,4.6,8.1,0,0,0,0,0.0769230769230769,0,0.923076923076923,0.717948717948718,0,0,0,1,0,0,0,0,0,0,2015-12-12
5.299,0.666,1.599,2.466,1.071,0.446,1.694,4.562,2.066,0.893,1.874,0.892,0.995,1.692,0.569,0.678,1.154,1.014,2.781,0.962,0.502,53.1,61,63,9.9,57,86,29.88,0.359999999999999,10.4,16.1,0,23,0,0.14,0.435897435897436,0,0.564102564102564,0.615384615384615,0,1,0,0,0,1,0,0,0,0,2015-12-13
20.406,2.098,8.422,5.764,3.429,1.848,4.86,20.784,4.558,8.18,4.54,8.566,3.183,7.944,3.679,1.712,3.042,3.117,7.103,2.583,1.13,46.9,54.95,62.1,15.2,49,78,29.29,0.359999999999999,16.1,39.1,24.75,56.4,0,0.13,0.558823529411765,0,0.441176470588235,0.352941176470588,0,0,0,1,0,0,0,0,0,0,2015-12-14
21.384,2.192,8.38,5.948,3.55,1.949,4.975,21.658,4.287,8.723,4.927,8.659,3.376,8.244,3.981,1.879,3.116,3.288,7.295,2.62,1.171,41,43,46.9,5.9,35.1,73,29.74,0.52,9.2,17.3,0,25.3,0,0,0.129032258064516,0,0.870967741935484,0.774193548387097,0,1,0,0,0,0,0,0,0,0,2015-12-15
21.417,2.237,8.247,5.951,3.49,1.922,5.015,21.735,4.25,8.598,4.912,8.648,3.312,8.31,3.893,1.818,2.901,3.316,7.217,2.729,1.133,41,44.1,54,13,37.9,80,29.695,0.379999999999999,14.4,23,19.6,33.4,0,0.05,0.125,0,0.875,0.625,0,0,0,1,0,0,0,0,0,0,2015-12-16
20.125,2.2,8.205,6.079,3.585,1.975,5.054,22.16,4.252,9.242,4.824,8.447,3.381,8.255,3.964,1.878,3.106,3.331,7.519,2.735,1.136,30.9,34,39.9,9,21,62,29.86,0.279999999999998,16.1,23,21.9,31.1,0,0,0,0,1,0.592592592592593,0,1,0,0,0,0,0,0,0,0,2015-12-17
19.637,2.168,7.492,6.118,3.492,2.219,4.93,21.992,4.018,9.084,4.904,7.964,3.365,8.009,3.663,1.826,2.96,3.329,7.478,2.524,1.118,27,28.9,33.1,6.1,16,61,29.99,0.100000000000001,10.4,23,0,31.1,0,0,0,0.148148148148148,0.851851851851852,0.259259259259259,0,0,0,1,0,0,0,0,0,0,2015-12-18
6.374,1.059,1.689,3.532,2.214,0.768,2.725,8.321,1.51,4.048,2.818,1.593,1.734,2.694,1.005,1.301,1.801,1.676,4.032,1.27,0.688,17.1,27.5,30.9,13.8,11,60,30.335,0.439999999999998,11.5,17.3,0,25.3,0,0,0,0.115384615384615,0.615384615384615,0,1,0,1,0,0,0,0,0,0,0,2015-12-19
5.308,0.82,1.146,2.677,1.32,0.572,1.774,6.562,1.347,2.418,2.136,1.114,1.215,2.068,0.588,0.939,1.273,1.197,3.002,1.054,0.5,28,36.05,51.1,23.1,25.55,58,30.18,0.510000000000002,12.7,21.9,0,33.4,0,0,0,0,0.875,0.208333333333333,0,1,0,0,1,0,0,0,0,0,2015-12-20
18.535,1.992,8.011,5.658,3.394,1.888,4.86,21.278,4.109,8.287,4.559,8.515,3.131,7.875,3.678,1.728,2.861,3.157,7.077,2.627,1.136,43,48,54,11,43,83,29.75,0.25,13.8,20.7,21.9,31.1,0,0.13,0.457142857142857,0,0.542857142857143,0.457142857142857,0,0,0,1,0,0,0,0,0,0,2015-12-21
19.255,2.13,8.079,5.775,3.363,1.954,5.005,21.429,4.038,8.399,4.81,8.363,3.287,8.057,3.823,1.717,2.886,3.273,7.134,2.653,1.152,37,41,46,9,36,84,29.805,0.139999999999997,9.2,13.8,0,0,0,0.01,0.111111111111111,0,0.888888888888889,0.833333333333333,1,0,0,0,0,0,0,0,0,0,2015-12-22
15.663,2.172,8.08,5.797,3.542,1.951,5.05,22.091,4.078,8.404,4.837,8.578,3.355,8.053,3.803,1.884,2.989,3.222,7.323,2.764,1.175,39,53.55,60.8,21.8,50,89,29.475,0.710000000000001,13.25,21.9,0,39.1,0,0.66,0.394736842105263,0,0.605263157894737,0.447368421052632,0,0,0,0,0,0,0,0,0,0,2015-12-23
8.148,2.192,7.881,6.008,3.606,1.974,4.915,21.796,3.949,7.986,4.769,8.127,3.428,8.3,3.726,1.874,3.109,3.37,7.526,2.642,1.157,36,41,57.9,21.9,30,67,29.82,0.869999999999997,15,40.3,23,50.6,0,0,0.037037037037037,0,0.962962962962963,0.333333333333333,0,0,0,0,0,0,0,0,0,0,2015-12-24
1.935,2.213,7.127,6.037,3.405,2.038,4.756,21.502,3.932,7.445,5.06,7.971,3.407,7.918,3.371,1.754,2.938,3.386,7.566,2.722,1.086,36,41,46,10,32,71,30.26,0.359999999999999,8.1,13.8,0,0,0,0,0,0,1,0.4,0,0,1,0,0,0,0,0,0,0,2015-12-25
3.598,1.261,1.357,3.709,1.916,1.004,2.448,7.832,1.582,2.128,2.804,1.629,1.887,2.937,1.033,1.031,1.685,1.72,4.268,1.352,0.67,37.9,43,45,7.1,35.1,80,30.18,0.379999999999999,9.2,16.1,0,24.2,0,0.11,0.363636363636364,0,0.636363636363636,0.333333333333333,0,0,1,0,0,0,0,0,0,0,2015-12-26
3.666,0.715,1.071,2.646,1.22,0.496,1.757,5.299,1.271,1.204,2.014,0.999,1.133,1.986,0.631,0.708,1.138,1.105,2.961,0.999,0.532,37,41,45,8,35.1,83,30.145,0.390000000000001,17.3,23,0,34.5,0,0.07,0.633333333333333,0,0.366666666666667,0.333333333333333,0,1,0,0,1,0,0,0,0,0,2015-12-27
13.535,1.904,8.065,5.448,3.104,1.776,4.553,20.406,4.099,7.938,4.46,8.234,2.995,7.93,3.478,1.649,2.623,3.02,6.867,2.378,1.142,33.1,35.1,37.9,4.8,27,78,30.13,0.829999999999998,24.2,31.1,33.4,41.4,0.01,0.32,0.648648648648649,0.351351351351351,0.27027027027027,0.27027027027027,0,0,0,1,0,0,0,0,0,0,2015-12-28
15.206,2.049,8.078,5.636,3.29,1.846,4.618,21.384,4.025,8.07,4.64,8.309,3.192,8.021,3.511,1.725,2.703,3.182,7.044,2.473,1.15,32,36,42.1,10.1,30.9,82,29.69,0.719999999999999,13.8,20.7,0,29.9,0,0.12,0.257142857142857,0.0285714285714286,0.714285714285714,0.714285714285714,1,0,0,0,0,0,0,0,0,0,2015-12-29
15.461,2.056,7.889,5.704,3.273,1.768,4.596,21.417,3.979,7.928,4.718,8.13,3.26,8.108,3.517,1.708,2.816,3.153,7.058,2.526,1.189,28,29.45,32,4,23,75,30.2,0.0999999999999979,8.1,11.5,0,0,0,0.06,0,0.4,0.6,0.525,0,0,0,1,0,0,0,0,0,0,2015-12-30
11.846,2.082,7.654,5.841,3.264,1.81,4.662,20.125,3.951,7.756,4.66,7.845,3.199,7.971,3.376,1.752,2.664,3.216,7.129,2.433,1.135,25,28,28.9,3.9,18.5,71.5,30.295,0.120000000000001,11.5,16.1,0,24.2,0,0,0,0.142857142857143,0.857142857142857,0.428571428571429,1,0,0,0,0,0,0,0,0,0,2015-12-31
4.981,1.944,7.121,5.658,2.931,1.675,4.364,19.637,3.896,7.079,4.555,7.344,3.064,7.397,2.858,1.62,2.734,3.07,6.983,2.339,1.121,19.9,25,30.9,11,16,69,30.25,0.159999999999997,15,18.4,0,28.8,0,0,0,0.0769230769230769,0.923076923076923,0.346153846153846,0,0,0,1,0,0,0,0,0,0,2016-01-01
4.749,0.834,1.411,3.382,1.758,0.632,2.149,6.374,1.69,1.651,2.658,1.475,1.548,2.441,0.785,0.905,1.651,1.494,3.712,1.175,0.61,21.9,28.9,33.1,11.2,19,67,30.15,0.190000000000001,10.4,16.1,0,0,0,0,0,0,0.36,0.04,0,0,0,0,0,0,0,0,0,0,2016-01-02
3.599,0.715,1.097,2.675,1.227,0.52,1.62,5.308,1.422,0.982,2.152,0.947,1.245,1.926,0.59,0.751,1.32,1.097,3.123,1.016,0.491,24.1,30,32,7.9,18,66,30.12,0.32,12.7,21.9,0,27.6,0,0,0,0.12,0.48,0.4,0,1,1,0,0,1,0,0,0,0,2016-01-03
19.639,1.664,6.831,4.957,2.717,1.669,3.537,18.535,3.756,6.46,4.13,7.023,2.63,6.976,2.808,1.388,2.866,2.514,6.539,2.282,0.999,25,28,32,7,17.1,64,30.44,0.32,11.5,19.6,0,26.5,0,0,0,0.592592592592593,0.407407407407407,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,2016-01-04
19.968,1.82,6.606,5.366,2.893,1.753,3.56,19.255,3.595,6.166,4.367,6.883,2.791,7.105,2.695,1.556,3.125,2.757,6.85,2.311,0.988,21,30,34,13,19,64,30.58,0.210000000000001,9.2,15,0,23,0,0,0,0,0.761904761904762,0.0952380952380952,1,0,0,1,0,0,0,0,0,0,2016-01-05
20.428,1.585,4.945,4.89,2.734,1.329,3.327,15.663,3.092,4.43,4.125,5.403,2.406,6.009,2.271,1.362,2.915,2.483,6.282,2.121,0.883,25,29.9,39,14,19.9,67,30.36,0.199999999999999,6.9,12.7,0,0,0,0,0,0,1,0.208333333333333,0,1,0,0,0,0,0,0,0,0,2016-01-06
20.422,1.022,2.206,3.33,1.711,0.767,2.257,8.148,1.987,1.687,2.74,2.466,1.515,3.171,0.991,0.936,1.83,1.513,4.078,1.319,0.747,36,37,43,7,24.1,57,30.15,0.219999999999999,6.9,10.4,0,0,0,0,0,0,1,0.958333333333333,0,0,0,1,0,0,0,0,0,0,2016-01-07
20.082,0.523,0.7,1.414,0.648,0.239,0.801,1.935,0.808,0.257,1.247,0.388,0.653,0.725,0.37,0.378,0.629,0.589,2.002,0.636,0.398,39.9,42.1,45,5.1,37,86,29.81,0.309999999999999,6.9,10.4,0,0,0,0.1,0.767441860465116,0,0.232558139534884,0.232558139534884,0,1,0,0,0,0,0,0,0,0,2016-01-08
4.775,0.774,1.225,2.428,1.338,0.47,1.757,3.598,1.341,0.881,1.947,0.854,1.213,1.436,0.492,0.649,1.541,1.099,3.007,0.945,0.495,33.1,39,46,12.9,36,89,29.79,0.16,8.1,10.4,0,0,0,0.09,0.222222222222222,0.355555555555556,0.422222222222222,0.422222222222222,0,0,1,0,0,0,0,0,0,0,2016-01-09
3.265,0.65,1.326,2.232,1.073,0.42,1.412,3.666,1.504,0.724,1.713,0.697,0.967,1.384,0.484,0.599,1.232,0.934,2.72,0.961,0.449,7,18,34,27,10,71,29.9,0.390000000000001,18.4,23,0,32.2,0,0.01,0,0.296296296296296,0.703703703703704,0.259259259259259,0,1,0,0,0,0,0,0,0,0,2016-01-10
19.335,1.3,6.007,3.999,2.07,1.18,2.766,13.535,3.217,4.458,3.347,5.853,2.045,5.23,2.015,1.055,2.239,2.01,5.419,1.723,0.76,1.9,6.55,23,21.1,-2.45,66,30.145,0.400000000000002,10.4,16.1,0,24.2,0,0.01,0,0.392857142857143,0.571428571428571,0.0714285714285714,0,0,0,1,0,0,0,0,0,0,2016-01-11
19.343,1.512,6.268,4.567,2.422,1.364,3.074,15.206,3.436,4.922,3.86,6.017,2.33,5.919,2.284,1.251,2.607,2.301,5.735,1.917,0.858,8.6,18,26.6,18,9,68,29.78,0.559999999999999,16.1,24.2,21.3,38,0,0.03,0,0.666666666666667,0.333333333333333,0.0238095238095238,0,1,1,0,0,0,0,0,0,0,2016-01-12
19.856,1.534,6.082,4.69,2.371,1.352,3.119,15.461,3.385,4.819,3.921,5.805,2.393,5.786,2.182,1.233,2.632,2.326,5.752,1.967,0.845,1.9,6.55,24.1,22.2,-2.9,67,30.215,0.380000000000003,9.2,13.8,0,0,0,0,0,0.208333333333333,0.375,0.166666666666667,0,0,0,0,0,0,0,0,0,0,2016-01-13
20.825,1.418,4.744,4.349,2.254,1.19,2.77,11.846,2.964,3.284,3.612,4.024,2.333,4.75,1.602,1.116,2.174,2.092,5.312,1.758,0.828,24.1,33,45,20.9,25,70.5,29.755,0.289999999999999,9.8,16.1,0,26.5,0,0,0,0,0.916666666666667,0.291666666666667,1,0,1,0,0,0,0,0,0,0,2016-01-14
20.405,0.586,1.225,2.267,0.931,0.379,1.142,4.981,1.097,1.513,1.645,0.636,0.792,1.448,0.462,0.502,0.94,0.938,2.439,0.868,0.431,34,41.55,45,11,36,79,29.445,0.189999999999998,12.7,18.4,0,24.2,0,0.02,0.133333333333333,0,0.766666666666667,0.533333333333333,1,0,0,1,0,0,0,0,0,0,2016-01-15
5.08,0.799,1.644,2.804,1.355,0.529,1.743,4.749,1.456,1.489,2.147,0.94,1.18,1.936,0.661,0.74,1.545,1.173,3.1,1.013,0.545,25,30.45,33.1,8.1,19.9,65,29.815,0.379999999999999,13.8,18.4,0,25.3,0,0,0,0.107142857142857,0.892857142857143,0.321428571428571,0,0,0,0,0,0,0,0,0,0,2016-01-16
2.981,0.599,1.072,2.249,0.935,0.415,1.316,3.599,1.34,0.884,1.668,0.691,1.015,1.324,0.576,0.594,1.033,0.915,2.585,0.828,0.46,3,6.1,24.1,21.1,-8,53,30.1,0.260000000000002,15,23,0,28.8,0,0,0,0,0.96,0.24,0,1,0,0,0,0,0,0,0,0,2016-01-17
8.949,1.835,8.662,5.09,2.816,1.765,3.592,19.639,4.056,7.786,4.059,8.49,2.737,7.348,3.202,1.458,3.018,2.874,6.57,2.227,1.096,-2,1.9,9,11,-11.45,55,30.35,0.129999999999999,12.7,17.3,0,23,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,2016-01-18
19.938,1.891,8.734,5.262,2.922,1.781,3.616,19.968,4.08,8.022,4.391,8.814,2.965,7.59,3.35,1.542,3.117,2.936,6.706,2.309,1.063,1.9,5.55,18,16.1,-6,58,30.51,0.199999999999999,7.5,15,0,21.9,0,0,0,0,0.541666666666667,0.0416666666666667,1,0,0,0,0,0,0,0,0,0,2016-01-19
20.581,1.974,8.423,5.402,3.05,1.782,3.824,20.428,3.966,7.837,4.485,8.635,3.028,7.635,3.44,1.611,3.125,2.958,6.863,2.284,1.064,15.1,17.1,24.1,9,10.9,68,30.33,0.279999999999998,3.5,6.9,0,0,0,0.02,0,0.53125,0.46875,0.21875,0,0,0,1,0,0,0,0,0,0,2016-01-20
20.974,1.983,8.391,5.308,2.964,1.774,3.81,20.422,3.803,7.84,4.502,8.568,2.998,7.806,3.42,1.65,3.178,2.957,6.824,2.265,1.086,16,19,30.9,14.9,12,72.5,30.365,0.110000000000003,4.05,6.9,0,0,0,0,0,0,1,0.291666666666667,1,0,0,0,0,0,0,0,0,0,2016-01-21
19.953,1.938,7.969,5.456,3.039,1.77,3.881,20.082,3.884,7.581,4.549,8.659,2.921,7.676,3.255,1.548,3.234,2.944,6.702,2.35,1.146,23,27,32,9,19,74,30.28,0.150000000000002,8.1,17.3,0,0,0,0.01,0,0.354838709677419,0.645161290322581,0.419354838709677,1,0,1,0,0,0,0,0,0,0,2016-01-22
5.386,0.823,1.337,3.108,1.479,0.621,1.856,4.775,1.413,1.624,2.264,1.271,1.361,1.862,0.856,0.801,1.653,1.282,3.429,1.07,0.54,25,29.45,35.1,10.1,19.9,69,30.245,0.120000000000001,7.5,15,0,0,0,0,0,0.357142857142857,0.642857142857143,0,0,0,1,0,0,0,0,0,0,0,2016-01-23
3.745,0.502,1.019,2.164,0.824,0.35,1.168,3.265,1.09,0.936,1.64,0.726,0.856,1.281,0.584,0.52,0.963,0.887,2.376,0.771,0.417,24.1,28,36,11.9,18,64,30.04,0.18,7.5,16.1,0,23,0,0,0,0,1,0.192307692307692,0,1,0,0,0,0,0,0,0,0,2016-01-24
20.564,1.865,8.559,5.284,2.768,1.733,3.468,19.335,4.115,8.224,4.258,8.458,2.819,7.295,3.49,1.39,2.957,2.749,6.464,2.182,0.974,30,34.55,41,11,26.1,72,29.87,0.319999999999997,8.1,16.1,0,24.2,0,0.04,0.214285714285714,0,0.785714285714286,0.571428571428571,0,0,0,1,0,0,0,0,0,0,2016-01-25
20.708,1.939,8.543,5.321,2.821,1.783,3.445,19.343,4.027,8.306,4.277,8.47,2.919,7.58,3.518,1.422,2.948,2.767,6.536,2.199,0.94,28.4,31.45,42.1,13.7,24.1,76,29.92,0.560000000000002,17.3,25.3,25.3,33.4,0,0.01,0.205882352941176,0.323529411764706,0.470588235294118,0.470588235294118,1,0,0,0,0,0,0,0,0,0,2016-01-26
20.774,1.907,8.845,5.435,2.911,1.738,3.629,19.856,4.309,8.305,4.433,8.624,2.954,7.676,3.643,1.436,3.022,2.831,6.652,2.264,1.01,26.1,28,34,7.9,16,61,30.25,0.32,10.4,21.9,0,27.6,0,0,0,0.153846153846154,0.807692307692308,0.384615384615385,0,0,0,0,0,0,0,0,0,0,2016-01-27
20.866,2.095,8.241,5.873,3.145,1.955,3.83,20.825,4,8.384,4.602,8.404,3.197,7.981,3.748,1.686,3.326,3.056,7.02,2.409,1.117,33.1,35.1,41,7.9,26.1,67,29.725,0.289999999999999,15,20.7,0,32.2,0,0,0.0357142857142857,0.142857142857143,0.678571428571429,0.464285714285714,0,0,1,0,0,0,0,0,0,0,2016-01-28
20.004,1.979,7.562,5.702,3.2,1.858,3.854,20.405,3.889,7.358,4.585,8.043,3.156,7.719,3.425,1.565,3.359,3.078,7.121,2.313,1.102,24.1,30.9,36,11.9,12.9,53,29.935,0.219999999999999,11.5,16.1,0,23,0,0,0,0,1,0.375,0,0,0,0,0,0,0,0,0,0,2016-01-29
5.498,0.855,1.481,3.139,1.416,0.621,1.742,5.08,1.348,1.731,2.388,1.23,1.208,2.064,0.943,0.778,1.577,1.294,3.311,1.121,0.546,35.1,37.9,48,12.9,30,64,29.695,0.190000000000001,9.2,17.3,0,25.3,0,0,0,0,0.958333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,2016-01-30
4.058,0.493,0.936,2.014,0.729,0.32,1.061,2.981,0.999,0.849,1.497,0.641,0.736,1.337,0.509,0.469,0.814,0.742,2.28,0.668,0.357,39,44.1,48.9,9.9,40,86,29.575,0.260000000000002,8.1,16.1,0,23,0,0.01,0.142857142857143,0,0.857142857142857,0.857142857142857,0,0,1,0,0,0,0,0,0,0,2016-01-31
20.547,0.883,4.074,3.431,1.561,0.813,2.036,8.949,2.163,3.877,2.564,4.36,1.536,3.687,1.151,0.834,1.738,1.516,4.064,1.326,0.585,30.9,36,46.9,16,30,85,30,0.359999999999999,4.6,15,0,0,0,0,0,0,0.96,0.04,0,0,1,0,0,0,0,0,0,0,2016-02-01
19.89,1.968,8.52,5.421,3.024,1.772,3.79,19.938,4.195,8.2,4.289,8.417,2.955,7.545,3.624,1.465,3.223,2.757,6.658,2.3,1.068,36,37,39.9,3.9,32,82,29.69,0.640000000000001,13.8,20.7,0,25.3,0,0.12,0.641025641025641,0,0.358974358974359,0.333333333333333,1,0,0,0,0,0,0,0,0,0,2016-02-02
20.663,2.044,8.48,5.655,3.245,1.892,4.031,20.581,4.182,8.479,4.537,8.543,3.003,7.633,3.723,1.566,3.35,3.061,6.989,2.479,1.121,33.1,37,39,5.9,34,93,29.52,0.52,11.5,19.6,0,28.8,0,0,0.135135135135135,0.027027027027027,0.837837837837838,0.378378378378378,0,0,1,0,0,0,0,0,0,0,2016-02-03
20.841,2.078,8.063,5.817,3.291,1.911,3.929,20.974,4.137,8.035,4.578,8.117,3.162,8.086,3.672,1.636,3.431,3.034,7.048,2.418,1.072,21,28.9,32,11,14,66,30.23,0.299999999999997,11.5,17.3,0,24.2,0,0,0,0.44,0.56,0,1,0,0,0,0,0,0,0,0,0,2016-02-04
19.762,2.021,7.794,5.587,2.981,1.824,3.768,19.953,3.947,7.606,4.455,7.975,3.007,7.577,3.57,1.544,3.304,3.022,6.798,2.405,1.084,28,30,34,6,21,70.5,30.335,0.129999999999999,6.9,11.5,0,0,0,0,0,0.2,0.8,0.333333333333333,0,0,1,0,0,0,0,0,0,0,2016-02-05
5.209,0.804,1.406,3.205,1.543,0.627,1.759,5.386,1.159,1.894,2.277,1.366,1.346,2.171,0.875,0.877,1.615,1.294,3.419,1.15,0.569,27,30,42.1,15.1,21,66,30.32,0.210000000000001,8.1,15,0,0,0,0,0,0,0.96,0.12,1,0,1,0,0,0,0,0,0,0,2016-02-06
3.791,0.609,0.953,2.324,0.943,0.392,1.231,3.745,1.186,1.182,1.73,0.763,0.889,1.565,0.571,0.616,1.13,1.003,2.653,0.803,0.447,34,39,46,12,28,65,29.885,0.41,12.1,21.9,0,28.8,0,0,0,0,0.875,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,2016-02-07
19.935,2.053,8.492,5.506,3.247,1.907,3.939,20.564,4.258,8.33,4.417,8.378,3.146,7.639,3.839,1.636,3.429,2.965,6.906,2.379,1.202,28,30.9,39,11,23,69,29.7,0.150000000000002,11.5,16.1,0,0,0,0,0,0.241379310344828,0.689655172413793,0.413793103448276,0,0,1,0,0,0,0,0,0,0,2016-02-08
20.234,2.065,8.431,5.627,3.233,1.909,3.958,20.708,4.243,8.612,4.6,8.435,3.175,7.749,3.799,1.606,3.464,2.983,6.965,2.451,1.204,17.1,19,26.1,9,10.9,74,29.78,0.27,12.7,18.4,0,21.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2016-02-09
20.094,2.145,8.359,5.755,3.39,1.858,3.932,20.774,4.121,8.546,4.691,8.313,3.159,7.706,3.771,1.662,3.522,3.039,6.939,2.49,1.077,10.9,16,19,8.1,1.9,59,30.05,0.220000000000002,11.5,17.3,0,25.3,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,1,0,0,0,0,0,0,2016-02-10
20.211,2.118,8.148,5.769,3.328,1.907,3.957,20.866,3.947,8.204,4.581,8.137,3.208,8.177,3.712,1.726,3.479,3.147,7.115,2.413,1.177,9,14,23,14,-0.9,52.5,30.345,0.199999999999999,8.65,11.5,0,0,0,0,0,0,0.875,0.0416666666666667,0,1,0,0,0,0,0,0,0,0,2016-02-11
17.061,1.993,7.607,5.6,3.109,1.807,3.762,20.004,4.137,7.354,4.573,8.036,3.113,7.86,3.42,1.627,3.284,2.956,7.032,2.415,1.073,18,21,24.1,6.1,7,53,30.22,0.23,15,25.3,0,31.1,0,0,0,0.148148148148148,0.851851851851852,0.222222222222222,0,0,0,0,0,0,0,0,0,0,2016-02-12
4.681,0.879,1.365,3.31,1.613,0.625,1.887,5.498,1.391,1.843,2.318,1.261,1.39,2.191,0.897,0.859,1.768,1.304,3.457,1.148,0.571,3.9,11.45,19,15.1,-9,40.5,30.605,0.260000000000002,11.5,25.3,0,38,0,0,0,0,0.875,0,0,1,0,0,0,0,0,0,0,0,2016-02-13
